sample_index,Class_0,Class_1,predicted_label
0,8,-10,0
1,5,-2,0
2,5,-9,0
3,-3,-8,0
4,6,-4,0
5,3,-7,0
6,7,-10,0
7,9,-9,0
8,5,-8,0
9,10,-8,0
10,-1,-8,0
11,-2,-6,0
12,6,-10,0
13,10,-9,0
14,5,-10,0
15,10,-5,0
16,10,-2,0
17,5,-4,0
18,10,-10,0
19,10,1,0
20,10,-10,0
21,10,-2,0
22,1,-4,0
23,10,-2,0
24,-1,-4,0
25,10,-7,0
26,7,-5,0
27,8,-10,0
28,5,-3,0
29,2,1,0
30,10,-4,0
31,4,-7,0
32,7,6,0
33,10,0,0
34,10,-10,0
35,9,-10,0
36,10,-10,0
37,5,-9,0
38,5,-3,0
39,10,-9,0
40,2,-5,0
41,2,2,0
42,7,-10,0
43,5,-10,0
44,1,-6,0
45,10,-6,0
46,9,-9,0
47,10,-3,0
48,10,0,0
49,7,-4,0
50,8,-10,0
51,2,-5,0
52,7,-2,0
53,5,-10,0
54,8,-7,0
55,8,-9,0
56,4,-8,0
57,9,-10,0
58,10,-8,0
59,9,-10,0
60,4,-6,0
61,7,-10,0
62,10,-10,0
63,9,-10,0
64,10,-5,0
65,10,-6,0
66,6,-4,0
67,7,-10,0
68,6,-7,0
69,10,-5,0
70,9,-2,0
71,10,-8,0
72,10,-1,0
73,7,-10,0
74,7,-4,0
75,9,-8,0
76,1,-9,0
77,10,-10,0
78,10,-10,0
79,8,-3,0
80,10,-10,0
81,6,-1,0
82,10,-8,0
83,10,-6,0
84,8,-2,0
85,8,-10,0
86,-1,-5,0
87,6,-10,0
88,10,-10,0
89,9,-10,0
90,5,-3,0
91,10,-10,0
92,4,-5,0
93,2,-10,0
94,6,-5,0
95,7,-10,0
96,4,4,0
97,10,-4,0
98,8,-3,0
99,10,-10,0
100,9,-4,0
101,3,-2,0
102,10,-8,0
103,9,-8,0
104,3,-2,0
105,9,-6,0
106,3,-7,0
107,6,-7,0
108,9,-6,0
109,10,-1,0
110,7,-10,0
111,6,2,0
112,8,-5,0
113,9,-7,0
114,10,-5,0
115,2,-10,0
116,-2,-6,0
117,10,-10,0
118,8,-4,0
119,8,-10,0
120,-1,-10,0
121,10,1,0
122,7,-5,0
123,8,-10,0
124,4,-10,0
125,8,0,0
126,8,-4,0
127,9,-9,0
128,10,-10,0
129,3,-10,0
130,0,-7,0
131,5,-9,0
132,10,-7,0
133,7,-10,0
134,9,-5,0
135,5,-10,0
136,3,-10,0
137,9,-9,0
138,7,-10,0
139,8,-2,0
140,7,-6,0
141,9,-6,0
142,-6,-8,0
143,9,-9,0
144,10,-5,0
145,0,-1,0
146,10,-5,0
147,7,-10,0
148,10,-3,0
149,7,-9,0
150,2,-6,0
151,3,-9,0
152,10,-10,0
153,6,-3,0
154,8,-10,0
155,-2,-5,0
156,5,1,0
157,8,-7,0
158,9,-7,0
159,7,-10,0
160,7,-9,0
161,7,-5,0
162,1,-7,0
163,2,-1,0
164,5,-7,0
165,8,-10,0
166,-3,-9,0
167,10,-8,0
168,9,-2,0
169,10,-8,0
170,10,-10,0
171,10,-7,0
172,5,0,0
173,3,5,1
174,10,-5,0
175,10,-7,0
176,10,-4,0
177,7,-10,0
178,-1,-6,0
179,10,-6,0
180,9,-10,0
181,-1,-5,0
182,10,-7,0
183,4,-2,0
184,9,-10,0
185,10,-10,0
186,6,-5,0
187,10,-6,0
188,10,-8,0
189,10,-10,0
190,10,4,0
191,0,-5,0
192,2,6,1
193,2,1,0
194,8,-9,0
195,5,-10,0
196,2,-4,0
197,10,-7,0
198,10,-6,0
199,3,-9,0
200,10,-10,0
201,9,-10,0
202,3,-7,0
203,8,-6,0
204,9,-10,0
205,10,-2,0
206,8,-10,0
207,8,-5,0
208,9,-10,0
209,7,-4,0
210,10,-10,0
211,10,-10,0
212,8,-10,0
213,10,-10,0
214,4,-10,0
215,10,-1,0
216,5,1,0
217,2,-5,0
218,10,-10,0
219,8,-4,0
220,-3,-6,0
221,8,-10,0
222,9,-4,0
223,10,-10,0
224,10,-10,0
225,2,-10,0
226,6,2,0
227,4,-7,0
228,10,-10,0
229,10,-10,0
230,4,-3,0
231,5,-9,0
232,10,-6,0
233,-3,-6,0
234,3,-6,0
235,7,-10,0
236,7,-5,0
237,10,-8,0
238,10,0,0
239,4,-9,0
240,10,-10,0
