sample_index,Class_0,Class_1,predicted_label
0,10,-8,0
1,10,-3,0
2,10,-4,0
3,3,-5,0
4,1,4,1
5,-1,-6,0
6,10,-2,0
7,4,-8,0
8,10,-8,0
9,7,-7,0
10,10,-10,0
11,10,-5,0
12,10,-3,0
13,10,-8,0
14,7,-4,0
15,10,-9,0
16,-1,-10,0
17,-1,0,1
18,10,-10,0
19,4,-1,0
20,10,-7,0
21,7,-10,0
22,10,-2,0
23,3,0,0
24,3,1,0
25,8,-5,0
26,6,-7,0
27,7,-9,0
28,4,-6,0
29,-2,3,1
30,8,-10,0
31,10,-7,0
32,-1,-9,0
33,7,-7,0
34,10,-10,0
35,10,-8,0
36,10,-10,0
37,2,-2,0
38,9,-10,0
39,10,-9,0
40,6,-9,0
41,-3,-5,0
42,4,0,0
43,6,0,0
44,9,-1,0
45,2,1,0
46,4,-9,0
47,9,-10,0
48,10,2,0
49,10,-3,0
50,10,-10,0
51,7,-10,0
52,0,-7,0
53,3,1,0
54,10,-10,0
55,0,-10,0
56,7,3,0
57,8,0,0
58,7,2,0
59,10,-8,0
60,5,-7,0
61,8,-3,0
62,10,-8,0
63,4,-3,0
64,10,-1,0
65,8,1,0
66,7,-2,0
67,9,-8,0
68,10,-1,0
69,3,-8,0
70,10,-6,0
71,10,-10,0
72,10,-3,0
73,10,-10,0
74,6,9,1
75,-3,1,1
76,9,3,0
77,10,-9,0
78,10,-10,0
79,5,-10,0
80,8,-9,0
81,10,-10,0
82,10,-3,0
83,8,-10,0
84,-3,-1,1
85,10,-10,0
86,1,2,1
87,8,-10,0
88,8,0,0
89,2,-2,0
90,5,-10,0
91,8,-10,0
92,6,-2,0
93,5,-8,0
94,3,6,1
95,5,-5,0
96,6,1,0
97,10,-9,0
98,7,-6,0
99,3,-1,0
100,-2,-9,0
101,6,-7,0
102,7,2,0
103,10,-5,0
104,9,-2,0
105,10,1,0
106,4,1,0
107,0,8,1
108,10,-1,0
109,10,-10,0
110,0,-3,0
111,9,-6,0
112,2,-6,0
113,8,-3,0
114,8,2,0
115,-5,-3,1
116,1,-6,0
117,10,-8,0
118,10,-4,0
119,10,-2,0
120,10,-4,0
121,7,-5,0
122,7,-3,0
123,10,-5,0
124,-1,-8,0
125,4,-1,0
126,0,3,1
127,4,-4,0
128,10,-6,0
129,4,-2,0
130,8,-7,0
131,-1,-5,0
132,10,-8,0
133,7,-10,0
134,3,-10,0
135,8,-3,0
136,5,2,0
137,10,-10,0
138,-2,-9,0
139,10,1,0
140,10,-6,0
141,9,-10,0
142,4,-8,0
143,10,-10,0
144,7,-2,0
145,8,0,0
146,10,-10,0
147,10,-9,0
148,9,-9,0
149,3,1,0
150,8,-2,0
151,0,2,1
152,2,-6,0
153,1,-8,0
154,10,-9,0
155,10,-8,0
156,0,-2,0
157,3,-5,0
158,2,-9,0
159,2,-10,0
160,9,-4,0
161,7,-2,0
162,8,-1,0
163,5,0,0
164,8,-6,0
165,0,0,0
166,9,2,0
167,5,-4,0
168,7,-10,0
169,10,-10,0
170,10,3,0
171,6,-10,0
172,8,-9,0
173,10,-5,0
174,-1,1,1
175,8,-10,0
176,9,-7,0
177,7,-7,0
178,9,-4,0
179,5,-5,0
180,7,-6,0
181,6,-3,0
182,10,-3,0
183,-2,-5,0
184,10,1,0
185,10,-10,0
186,4,2,0
187,8,-7,0
188,9,-5,0
189,8,-5,0
190,4,2,0
191,9,-5,0
192,-1,3,1
193,8,-7,0
194,8,-7,0
195,5,-1,0
196,5,1,0
197,10,-10,0
198,6,-5,0
199,7,-8,0
200,3,-1,0
201,10,-10,0
202,3,-10,0
203,7,-3,0
204,7,-6,0
205,10,-5,0
206,10,-9,0
207,5,0,0
208,8,-8,0
209,4,-8,0
210,9,-7,0
211,10,-7,0
212,2,-8,0
213,10,-2,0
214,10,-8,0
215,10,4,0
216,6,-2,0
217,2,-2,0
218,10,-6,0
219,-1,-4,0
220,10,-2,0
221,10,-6,0
222,0,0,0
223,10,-6,0
224,10,-10,0
225,10,-10,0
226,8,-2,0
227,4,-1,0
228,10,-8,0
229,10,-4,0
230,5,2,0
231,4,-6,0
232,10,-10,0
233,3,-6,0
234,2,-3,0
235,10,-2,0
236,8,1,0
237,1,4,1
238,10,-10,0
239,-5,2,1
240,10,-10,0
241,-7,3,1
242,10,-4,0
243,3,-5,0
244,5,-7,0
245,-1,3,1
246,4,-7,0
247,10,-6,0
248,7,-4,0
249,10,-10,0
250,10,-10,0
251,10,-5,0
252,2,2,0
253,10,-6,0
254,9,-3,0
255,8,-10,0
256,0,10,1
257,10,-7,0
258,9,-10,0
259,8,-9,0
260,10,-5,0
261,8,-10,0
262,-1,-10,0
263,10,-10,0
264,6,0,0
265,10,0,0
266,10,-6,0
267,10,-10,0
268,10,-10,0
269,4,-6,0
270,10,-10,0
271,7,-3,0
272,2,-2,0
273,1,-10,0
274,6,0,0
275,3,-8,0
276,6,0,0
277,1,-2,0
278,8,0,0
279,6,0,0
280,10,-8,0
281,3,4,1
282,10,-10,0
283,6,-10,0
284,10,-10,0
285,3,-1,0
286,10,-5,0
287,9,-8,0
288,7,-3,0
289,10,-2,0
290,10,-7,0
291,1,-7,0
292,8,-10,0
293,10,-9,0
294,10,-8,0
295,10,-5,0
296,10,-10,0
297,3,-3,0
298,0,-6,0
299,4,4,0
300,1,0,0
301,4,-10,0
302,-1,-6,0
303,10,-7,0
304,8,-1,0
305,-4,1,1
306,2,-3,0
307,10,-4,0
308,10,2,0
309,10,-10,0
310,5,-7,0
311,10,-5,0
312,10,5,0
313,10,-10,0
314,5,-6,0
315,10,-10,0
316,10,-10,0
317,10,-3,0
318,7,-2,0
319,10,-10,0
320,6,-4,0
321,10,-1,0
322,10,-4,0
323,8,0,0
324,-2,-3,0
325,10,-10,0
326,10,-7,0
327,4,-1,0
328,5,0,0
329,8,0,0
330,10,-2,0
331,10,-10,0
332,10,-4,0
333,10,-6,0
334,2,-2,0
335,8,-5,0
336,9,-4,0
337,4,7,1
338,10,-10,0
339,10,1,0
340,10,1,0
341,1,8,1
342,10,-10,0
343,10,-8,0
344,10,-7,0
345,9,-7,0
346,10,-10,0
347,9,-5,0
348,8,-10,0
349,2,-5,0
350,3,-4,0
351,10,-9,0
352,7,-10,0
353,1,2,1
354,-6,-7,0
355,5,-9,0
356,10,-10,0
357,9,-9,0
358,6,-7,0
359,7,-2,0
360,10,-3,0
361,-3,0,1
362,10,1,0
363,7,0,0
364,10,-10,0
365,10,-5,0
366,10,-10,0
367,10,-8,0
368,8,-10,0
369,6,-10,0
370,4,-2,0
371,10,-1,0
372,7,-8,0
373,6,3,0
374,10,-5,0
375,10,-8,0
376,9,-7,0
377,1,0,0
378,1,-4,0
379,3,-3,0
380,10,-7,0
381,7,-3,0
382,10,-7,0
383,10,-9,0
384,5,-5,0
385,5,-5,0
386,5,0,0
387,7,-10,0
388,8,-8,0
389,3,-10,0
390,7,-10,0
391,10,-3,0
392,10,-2,0
393,9,-4,0
394,10,-1,0
395,8,-2,0
396,10,-10,0
397,10,-10,0
398,8,-2,0
399,3,-9,0
400,10,-3,0
401,7,-1,0
402,3,2,0
403,4,-5,0
404,7,1,0
405,3,-7,0
406,10,-7,0
407,8,-10,0
408,10,-1,0
409,10,-7,0
410,6,-4,0
411,1,0,0
412,-2,-8,0
413,6,-5,0
414,2,10,1
415,10,-10,0
416,0,5,1
417,10,-10,0
418,6,-7,0
419,8,-9,0
420,9,-10,0
421,0,-2,0
422,0,-3,0
423,7,-10,0
424,1,-7,0
425,10,-10,0
426,10,-4,0
427,5,-10,0
428,10,-1,0
429,1,-10,0
430,6,3,0
431,1,-2,0
432,10,-9,0
433,8,-9,0
434,5,-4,0
435,2,-3,0
436,7,-10,0
437,0,-3,0
438,5,-8,0
439,9,-7,0
440,8,-1,0
441,-2,2,1
442,10,-7,0
443,8,-10,0
444,10,-6,0
445,5,-10,0
446,1,4,1
447,10,-4,0
448,7,-4,0
449,10,-1,0
450,5,-4,0
451,10,-5,0
452,9,-3,0
453,2,-4,0
454,10,-5,0
455,10,-3,0
456,10,-10,0
457,10,-10,0
458,10,-7,0
459,4,-8,0
460,9,-10,0
461,10,-6,0
462,5,-5,0
463,10,-7,0
464,10,-10,0
465,4,-10,0
466,5,-4,0
467,2,-3,0
468,9,-7,0
469,10,-10,0
470,3,-5,0
471,1,-3,0
472,9,-10,0
473,9,-3,0
474,7,-8,0
475,-1,-6,0
476,10,-6,0
477,4,-1,0
478,8,-8,0
479,7,6,0
480,10,-5,0
481,4,-9,0
482,9,-4,0
483,5,-5,0
484,10,6,0
485,2,-6,0
486,8,-7,0
487,10,-10,0
488,10,-9,0
489,1,-5,0
490,10,-10,0
491,6,-7,0
492,5,4,0
493,8,-2,0
494,10,-5,0
495,5,-1,0
496,6,-10,0
497,10,-5,0
498,1,2,1
499,10,-10,0
500,5,-10,0
501,4,-5,0
502,3,-5,0
503,-1,0,1
504,5,-10,0
505,5,-1,0
506,5,-10,0
507,6,-10,0
508,6,1,0
509,2,0,0
510,10,-10,0
511,10,-7,0
512,9,-10,0
513,10,-10,0
514,2,-4,0
515,6,-6,0
516,4,-4,0
517,-4,-9,0
518,7,-3,0
519,2,-6,0
520,9,-5,0
521,9,-4,0
522,10,0,0
523,8,-4,0
524,10,-7,0
525,8,-10,0
526,5,-10,0
527,6,-8,0
528,5,-10,0
529,8,1,0
530,10,-10,0
531,10,-10,0
532,10,-2,0
533,10,-10,0
534,2,6,1
535,7,-3,0
536,6,1,0
537,10,-9,0
538,10,-10,0
539,8,-8,0
540,3,-9,0
541,8,-3,0
542,-2,2,1
543,0,-3,0
544,8,-8,0
545,10,-7,0
