sample_index,Class_0,Class_1,predicted_label
0,3,-10,0
1,0,-10,0
2,10,-4,0
3,6,-7,0
4,10,-6,0
5,0,9,1
6,-6,10,1
7,5,-8,0
8,10,-10,0
9,10,9,0
10,10,-10,0
11,10,-9,0
12,10,-10,0
13,1,-9,0
14,-4,-10,0
15,10,-6,0
16,0,-6,0
17,9,-2,0
18,-4,4,1
19,-8,-1,1
20,10,-10,0
21,8,0,0
22,10,2,0
23,-2,-2,0
24,10,-9,0
25,10,-8,0
26,10,-7,0
27,-8,6,1
28,9,-5,0
29,6,0,0
30,10,-10,0
31,10,4,0
32,3,-6,0
33,4,-2,0
34,10,-7,0
35,10,-10,0
36,5,-10,0
37,10,-7,0
38,5,10,1
39,10,-10,0
40,-2,-10,0
41,6,0,0
42,10,-7,0
43,0,0,0
44,-7,2,1
45,6,-2,0
46,-7,4,1
47,10,-10,0
48,10,-10,0
49,10,-10,0
50,0,-10,0
51,6,-1,0
52,-3,-9,0
53,5,6,1
54,10,-10,0
55,0,10,1
56,10,-9,0
57,-10,10,1
58,-6,2,1
59,-5,-10,0
60,10,-10,0
61,-7,-10,0
62,10,-10,0
63,4,-10,0
64,-4,-6,0
65,-4,-4,0
66,10,-10,0
67,10,-3,0
68,4,-4,0
69,4,5,1
70,10,-10,0
71,10,-10,0
72,10,-3,0
73,4,-9,0
74,-6,10,1
75,8,7,0
76,2,4,1
77,-1,0,1
78,10,-10,0
79,-8,-7,1
80,10,-10,0
81,10,-10,0
82,7,-5,0
83,5,-10,0
84,2,-10,0
85,10,-10,0
86,-5,-6,0
87,10,-10,0
88,-10,8,1
89,10,-10,0
90,-3,-2,1
91,1,-6,0
92,4,-10,0
93,10,-10,0
94,10,-10,0
95,10,1,0
96,10,-3,0
97,10,-10,0
98,7,-10,0
99,7,-3,0
100,10,3,0
101,-10,-3,1
102,-7,10,1
103,10,-10,0
104,-7,-6,1
105,4,-2,0
106,0,-2,0
107,2,3,1
108,-10,0,1
109,10,-10,0
110,10,-10,0
111,6,-7,0
