sample_index,Class_0,Class_1,predicted_label
0,-2,2,1
1,-9,5,1
2,15,-14,0
3,9,-12,0
4,2,-4,0
5,10,-1,0
6,-9,1,1
7,-15,15,1
8,-7,7,1
9,13,-9,0
10,15,-15,0
11,15,-1,0
12,15,-7,0
13,-3,5,1
14,1,14,1
15,-4,7,1
16,-8,8,1
17,15,-15,0
18,11,-11,0
19,-10,-6,1
20,6,-5,0
21,3,-15,0
22,2,-7,0
23,13,0,0
24,-4,12,1
25,-1,0,1
26,4,6,1
27,-5,4,1
28,-10,4,1
29,-11,5,1
30,-3,3,1
31,-11,2,1
32,12,-9,0
33,-11,-2,1
34,-5,4,1
35,15,-15,0
36,15,-12,0
37,-2,-4,0
38,-7,2,1
39,-11,0,1
40,-15,2,1
41,-12,2,1
42,-8,9,1
43,15,-13,0
44,6,-9,0
45,8,-4,0
46,-11,-3,1
47,-5,-1,1
48,-5,5,1
49,-12,-3,1
50,-6,-10,0
51,-15,-3,1
52,-5,-13,0
53,-4,-15,0
54,-10,4,1
55,0,0,0
56,8,-5,0
57,-8,10,1
58,-8,-15,0
59,-6,2,1
60,15,-3,0
61,-2,8,1
62,-14,8,1
63,15,-15,0
64,-5,1,1
65,-15,0,1
66,3,-1,0
67,-1,4,1
68,7,5,0
69,-15,2,1
70,0,-7,0
71,2,8,1
72,15,-9,0
73,-13,-6,1
74,-13,10,1
75,3,-1,0
76,-3,1,1
77,-8,8,1
78,-7,1,1
79,-7,-1,1
80,-4,-2,1
81,-13,9,1
82,7,3,0
83,3,-4,0
84,-15,2,1
85,-7,-9,0
86,15,4,0
87,-9,5,1
88,15,-3,0
89,6,-8,0
90,-2,11,1
91,-1,-2,0
92,6,-6,0
93,-3,2,1
94,-4,6,1
95,15,-15,0
96,15,-15,0
97,3,-3,0
98,2,8,1
99,-7,6,1
100,15,-15,0
101,5,4,0
102,10,-9,0
103,15,-9,0
104,-6,-2,1
105,-4,-5,0
106,-1,-3,0
107,6,-8,0
108,-7,5,1
109,7,-15,0
110,-7,-2,1
111,-10,1,1
112,0,2,1
113,-2,-7,0
114,-2,-8,0
115,-12,4,1
116,6,3,0
117,-2,6,1
118,-15,11,1
119,-7,-12,0
120,15,-13,0
121,-2,-7,0
122,3,7,1
123,15,-15,0
124,0,-3,0
125,-1,1,1
126,-6,-2,1
127,1,-12,0
128,-11,0,1
129,3,-4,0
130,3,-15,0
131,-13,13,1
132,10,3,0
133,-1,-4,0
134,12,-9,0
135,0,12,1
136,1,-3,0
137,1,-9,0
138,-5,2,1
139,-11,15,1
140,-2,2,1
141,6,-13,0
142,-5,2,1
143,4,1,0
144,-10,8,1
145,-7,11,1
146,1,9,1
147,15,-10,0
148,-4,-10,0
149,-6,-1,1
150,1,-15,0
151,5,1,0
