sample_index,Class_0,Class_1,predicted_label
0,-4,4,1
1,-8,2,1
2,7,-7,0
3,8,-12,0
4,-10,-2,1
5,18,-1,0
6,-9,1,1
7,-8,6,1
8,-8,12,1
9,6,-13,0
10,5,-20,0
11,-1,-17,0
12,19,-17,0
13,-13,3,1
14,1,5,1
15,-3,2,1
16,-3,9,1
17,20,-20,0
18,10,-14,0
19,-7,3,1
20,-1,-19,0
21,6,-10,0
22,-14,6,1
23,12,-4,0
24,-11,10,1
25,3,10,1
26,-1,-4,0
27,-6,4,1
28,-2,17,1
29,-16,0,1
30,-3,-7,0
31,-3,-4,0
32,16,-20,0
33,-20,9,1
34,-7,5,1
35,20,-17,0
36,15,-14,0
37,-3,3,1
38,-17,16,1
39,-20,6,1
40,-2,10,1
41,-20,3,1
42,-10,-1,1
43,20,-20,0
44,-12,0,1
45,3,-9,0
46,-8,18,1
47,15,-3,0
48,-11,16,1
49,-6,-1,1
50,-13,-9,1
51,-12,-9,1
52,4,-8,0
53,-14,-1,1
54,9,-9,0
55,-10,2,1
56,12,-18,0
57,-9,13,1
58,-4,-18,0
59,-5,-1,1
60,18,-18,0
61,-7,-1,1
62,0,4,1
63,20,-20,0
64,-10,-1,1
65,-12,-3,1
66,-10,-7,1
67,-6,-6,0
68,-8,-18,0
69,-11,3,1
70,7,-4,0
71,-2,-2,0
72,20,-16,0
73,-18,-1,1
74,-10,-8,1
75,3,2,0
76,6,15,1
77,-14,4,1
78,6,-6,0
79,-6,11,1
80,-5,4,1
81,-8,7,1
82,-3,-1,1
83,-5,-6,0
84,1,-4,0
85,-5,9,1
86,17,-6,0
87,-11,0,1
88,6,1,0
89,10,-10,0
90,-5,9,1
91,-10,8,1
92,18,-8,0
93,-6,-11,0
94,-7,1,1
95,10,-20,0
96,14,-20,0
97,-11,1,1
98,-17,12,1
99,-9,1,1
100,13,-17,0
101,10,2,0
102,20,-14,0
103,13,-13,0
104,1,-5,0
105,1,-1,0
106,1,0,0
107,-3,5,1
108,6,13,1
109,14,-15,0
110,-16,-1,1
111,-9,2,1
112,-4,14,1
113,-1,-13,0
114,6,3,0
115,-11,8,1
116,-17,3,1
117,-9,16,1
118,-14,10,1
119,12,-13,0
120,19,-20,0
121,2,-7,0
122,3,-12,0
123,20,-19,0
124,-4,4,1
125,1,-10,0
126,-2,-6,0
127,5,-13,0
128,-5,2,1
129,-4,-12,0
130,-5,-8,0
131,-13,1,1
132,-8,9,1
133,-2,-4,0
134,2,-8,0
135,-9,7,1
136,-6,-12,0
137,5,-11,0
138,3,0,0
139,-5,4,1
140,11,-11,0
141,-6,-14,0
142,-1,5,1
143,-5,8,1
144,-10,4,1
145,-10,1,1
146,-7,-11,0
147,20,-20,0
148,2,-3,0
149,-6,5,1
150,20,-16,0
151,-4,5,1
152,-15,-6,1
153,-4,-19,0
154,3,1,0
155,-2,-6,0
156,0,-11,0
157,8,-4,0
158,20,-20,0
159,20,-20,0
160,3,1,0
161,-10,-3,1
162,0,-6,0
163,20,-20,0
164,-11,8,1
165,9,-1,0
166,-6,-13,0
167,12,-8,0
168,-13,-1,1
169,18,-6,0
170,7,-2,0
171,16,-19,0
172,-20,4,1
173,-11,4,1
174,-5,-3,1
175,-14,-3,1
176,4,-5,0
177,20,-20,0
178,4,-4,0
179,-15,4,1
180,20,-14,0
181,16,-8,0
182,10,-12,0
183,1,2,1
184,-3,-8,0
185,8,-7,0
186,-13,13,1
187,-10,-3,1
188,-5,0,1
189,-10,-3,1
190,-4,-2,1
191,-10,11,1
192,-15,-2,1
193,-6,3,1
194,-1,-4,0
195,3,4,1
196,-12,-5,1
197,10,-13,0
198,20,-15,0
199,5,-6,0
200,15,-3,0
201,-7,16,1
202,-20,16,1
203,-3,7,1
204,-5,0,1
205,-20,2,1
206,5,-13,0
207,-5,-2,1
208,17,-19,0
209,-2,-15,0
210,20,-19,0
211,8,-11,0
212,3,-16,0
213,2,-15,0
214,-20,9,1
215,9,-9,0
216,-20,-1,1
217,-12,-3,1
218,-3,-2,1
219,-7,2,1
220,-20,9,1
221,-16,5,1
222,-9,2,1
223,-7,1,1
224,3,-14,0
225,-5,-6,0
226,20,-13,0
227,8,-1,0
228,2,0,0
229,20,-20,0
230,0,-2,0
231,-2,-1,1
232,1,-4,0
233,0,-4,0
234,-1,-12,0
235,-2,-12,0
236,20,-9,0
237,3,13,1
238,-14,-3,1
239,10,-7,0
240,-16,5,1
241,1,1,0
242,-9,3,1
243,-6,-1,1
244,16,-13,0
245,-14,4,1
246,6,-14,0
247,-5,3,1
248,-20,-2,1
249,7,-1,0
250,8,-6,0
251,3,-6,0
252,6,-4,0
253,13,0,0
254,-2,1,1
255,3,-7,0
256,-7,-2,1
257,-9,-6,1
258,-14,12,1
259,-4,-16,0
260,-1,-7,0
261,-10,4,1
262,-3,2,1
263,-6,-20,0
264,-10,4,1
265,-7,3,1
266,15,-14,0
267,13,-12,0
268,10,1,0
269,-1,-14,0
270,-1,-4,0
271,0,-6,0
272,7,-11,0
273,17,-9,0
274,12,3,0
275,1,-5,0
276,12,-13,0
277,-2,-3,0
278,4,2,0
279,1,9,1
280,-7,7,1
281,5,-10,0
282,-1,-12,0
283,8,-15,0
284,-6,-11,0
285,0,-18,0
286,10,2,0
