sample_index,Class_0,Class_1,predicted_label
0,8,6,0
1,4,10,1
2,20,-11,0
3,21,-25,0
4,7,1,0
5,-6,-12,0
6,-14,17,1
7,-21,16,1
8,-5,10,1
9,18,-18,0
10,13,-19,0
11,14,-20,0
12,25,-25,0
13,-9,10,1
14,6,-7,0
15,6,2,0
16,-3,7,1
17,25,-16,0
18,19,-20,0
19,-13,-2,1
20,12,-25,0
21,9,-7,0
22,-9,1,1
23,12,-4,0
24,-12,15,1
25,4,-5,0
26,5,-5,0
27,5,8,1
28,-2,12,1
29,-9,17,1
30,3,8,1
31,8,1,0
32,24,-14,0
33,-2,6,1
34,-2,5,1
35,25,-19,0
36,7,-15,0
37,-3,-3,0
38,-14,24,1
39,-19,5,1
40,-14,-2,1
41,-12,1,1
42,-4,15,1
43,25,-17,0
44,-4,7,1
45,6,0,0
46,-16,15,1
47,16,-8,0
48,-4,10,1
49,-3,13,1
50,9,7,0
51,-10,13,1
52,-3,-2,1
53,15,-6,0
54,10,0,0
55,7,-3,0
56,11,2,0
57,-12,9,1
58,9,3,0
59,2,-6,0
60,18,-14,0
61,-12,4,1
62,-5,-2,1
63,25,-24,0
64,2,15,1
65,-6,7,1
66,-1,6,1
67,5,21,1
68,12,5,0
69,-10,6,1
70,7,-17,0
71,0,-1,0
72,25,-16,0
73,-16,12,1
74,-2,4,1
75,-18,-8,1
76,-7,8,1
77,-9,2,1
78,0,-5,0
79,-7,-8,0
80,6,-4,0
81,-17,9,1
82,5,-1,0
83,-8,-19,0
84,-11,9,1
85,2,2,0
86,3,-23,0
87,-13,12,1
88,-5,-4,1
89,4,-3,0
90,-15,6,1
91,4,2,0
92,1,-18,0
93,-14,-6,1
94,-11,9,1
95,9,-25,0
96,15,-25,0
97,6,3,0
98,-13,25,1
99,-1,1,1
100,22,-24,0
101,9,-10,0
102,12,-22,0
103,4,-7,0
104,14,-16,0
105,16,-25,0
106,7,-22,0
107,17,-25,0
108,-19,7,1
109,15,-7,0
110,12,-6,0
111,-3,18,1
112,9,15,1
113,-2,4,1
114,0,8,1
115,-19,25,1
116,-20,19,1
117,-8,9,1
118,-9,6,1
119,15,-16,0
120,15,-8,0
121,-1,7,1
122,-2,-18,0
123,25,-25,0
124,-4,10,1
125,-5,7,1
126,4,-7,0
127,-8,3,1
128,-7,1,1
129,-5,-4,1
130,7,-4,0
131,-4,3,1
132,-12,6,1
133,-1,-5,0
134,18,-9,0
135,2,18,1
136,10,-13,0
137,16,-13,0
138,4,4,0
139,-17,17,1
140,14,-2,0
141,7,-13,0
142,-14,13,1
143,-7,7,1
144,-1,15,1
145,-2,0,1
146,13,-6,0
147,25,-25,0
148,0,-9,0
149,2,-5,0
150,15,-25,0
151,-10,3,1
152,-5,4,1
153,-25,-3,1
154,-12,2,1
155,-12,-1,1
156,-8,-3,1
157,23,-25,0
158,19,-25,0
159,25,-25,0
160,-1,-4,0
161,-2,18,1
162,1,-2,0
163,25,-19,0
164,-1,6,1
165,-14,-6,1
166,1,-4,0
167,7,-8,0
168,-10,19,1
169,18,-23,0
170,12,7,0
171,24,-17,0
172,-12,14,1
173,7,-11,0
174,-2,-16,0
175,-5,-8,0
176,-4,-13,0
177,25,-22,0
178,5,-25,0
179,-6,19,1
180,25,-25,0
181,-7,-3,1
182,8,-10,0
183,1,5,1
184,7,4,0
185,8,-8,0
186,-25,11,1
187,2,15,1
188,-8,-5,1
189,6,-2,0
190,6,2,0
191,-10,10,1
192,6,12,1
193,-5,-9,0
194,12,-1,0
195,-9,-7,1
196,15,-13,0
197,4,5,1
198,24,-18,0
199,4,1,0
200,25,-25,0
201,-13,17,1
202,-3,2,1
203,8,-4,0
204,2,4,1
205,-8,5,1
206,9,-14,0
207,1,-1,0
208,12,-23,0
209,9,15,1
210,21,-18,0
211,23,-8,0
212,-4,-1,1
213,5,-25,0
214,-9,13,1
215,15,-25,0
216,-8,6,1
217,-18,17,1
218,1,-2,0
219,-11,8,1
220,-14,12,1
221,-9,25,1
222,-8,0,1
223,-7,-7,0
224,1,-6,0
225,-3,-7,0
226,25,-25,0
227,-5,14,1
228,22,-7,0
229,25,-25,0
230,6,-5,0
231,-3,-7,0
232,0,-5,0
233,3,6,1
234,3,-14,0
235,-1,9,1
236,13,-18,0
237,-1,-7,0
238,-10,-4,1
239,-1,-15,0
240,12,0,0
241,-6,4,1
242,-12,10,1
243,-8,4,1
244,15,-25,0
245,-19,15,1
246,16,-9,0
247,1,-3,0
248,0,-7,0
249,3,-13,0
250,7,-20,0
251,14,-7,0
252,4,-14,0
253,-4,-13,0
254,5,0,0
255,13,-3,0
256,2,2,0
257,1,0,0
258,-4,11,1
259,3,4,1
260,-10,1,1
261,-7,10,1
262,-7,7,1
263,14,-16,0
264,3,1,0
265,-8,19,1
266,25,-25,0
267,7,-4,0
268,1,-6,0
269,-4,11,1
270,8,-5,0
271,-11,3,1
272,16,-3,0
273,9,-17,0
274,10,-6,0
275,1,2,1
276,21,-17,0
277,-19,15,1
278,4,-9,0
279,-7,8,1
280,-5,-8,0
281,9,-7,0
282,21,-3,0
283,11,-11,0
284,-10,7,1
285,0,-11,0
286,1,-3,0
287,3,-2,0
288,3,3,0
289,13,-2,0
290,-5,8,1
291,25,-25,0
292,21,-10,0
293,9,-5,0
294,8,-5,0
295,8,-17,0
296,0,-7,0
297,-10,19,1
298,15,-3,0
299,2,-2,0
300,-1,-9,0
301,-3,-1,1
302,-13,11,1
303,23,-15,0
304,15,-23,0
305,14,5,0
306,5,-14,0
307,-7,18,1
308,-1,5,1
309,3,-6,0
310,25,-20,0
311,-1,0,1
312,-2,9,1
313,-2,24,1
314,23,-9,0
315,-2,6,1
316,9,7,0
317,-13,5,1
318,4,-7,0
319,-15,6,1
320,22,-13,0
321,2,5,1
322,-2,-15,0
323,-2,-4,0
324,25,-22,0
325,-14,-8,1
326,5,-1,0
327,1,0,0
328,16,-10,0
329,-9,1,1
330,10,-2,0
331,-2,-1,1
332,-7,9,1
333,-8,8,1
334,5,-8,0
335,25,-23,0
336,3,-2,0
337,20,-6,0
338,16,-6,0
339,4,2,0
340,-3,-16,0
341,-16,11,1
342,1,12,1
343,8,0,0
344,8,-4,0
345,-7,10,1
346,-6,3,1
347,12,-14,0
348,-3,-12,0
349,4,1,0
350,7,-24,0
351,-6,19,1
352,-3,4,1
353,0,-5,0
354,3,4,1
355,-9,-4,1
356,-6,1,1
357,15,-25,0
358,6,-25,0
359,-11,19,1
360,0,3,1
361,21,-23,0
362,6,13,1
363,16,-9,0
364,25,-25,0
365,7,-1,0
366,3,2,0
367,20,-10,0
368,-12,5,1
369,8,-13,0
370,24,-21,0
371,-4,-2,1
372,-13,18,1
373,15,-22,0
374,7,-3,0
375,25,-22,0
376,24,-2,0
377,15,-7,0
378,13,4,0
379,8,1,0
380,13,-16,0
381,6,3,0
382,9,-13,0
383,13,1,0
384,-9,-6,1
385,2,2,0
386,11,-3,0
387,-1,5,1
388,-24,2,1
389,-7,12,1
390,16,-16,0
391,-18,11,1
392,18,-25,0
393,1,15,1
394,-15,17,1
395,8,-24,0
396,10,-5,0
397,3,1,0
398,-12,-2,1
399,-6,4,1
400,6,-9,0
401,9,7,0
402,0,-13,0
403,-2,0,1
404,19,-4,0
405,12,-25,0
406,1,-1,0
407,-17,17,1
408,-9,17,1
409,-17,14,1
410,-6,-11,0
411,25,-25,0
412,8,-5,0
413,5,-4,0
414,20,8,0
415,-5,14,1
416,6,-16,0
417,9,-24,0
418,7,2,0
419,3,-1,0
420,-12,-6,1
421,-11,1,1
422,-3,3,1
423,22,-22,0
424,-6,12,1
425,-1,17,1
426,-14,11,1
427,8,13,1
428,-9,18,1
429,7,-12,0
430,7,-14,0
431,25,-9,0
432,-4,25,1
433,-9,10,1
434,8,2,0
435,5,-4,0
436,24,0,0
437,-1,3,1
438,-7,5,1
439,17,-14,0
440,1,0,0
441,-9,7,1
442,3,-11,0
443,-2,4,1
444,-8,25,1
445,2,6,1
446,6,3,0
447,-19,13,1
448,16,-11,0
449,25,-25,0
450,8,-12,0
451,-14,16,1
452,6,-12,0
453,6,1,0
454,-13,4,1
455,-6,-1,1
456,12,6,0
457,6,-21,0
458,-8,3,1
459,-7,18,1
460,-3,3,1
461,-4,3,1
462,5,-9,0
463,14,-21,0
464,-3,11,1
465,-5,8,1
466,6,-25,0
467,8,-1,0
468,-1,1,1
469,-7,-6,1
470,-10,10,1
471,-5,3,1
472,1,-2,0
473,-4,25,1
474,20,-10,0
475,-14,6,1
476,12,-4,0
477,3,-10,0
478,-3,-20,0
479,9,13,1
480,8,-17,0
481,-2,4,1
482,16,-10,0
483,1,5,1
484,25,-25,0
485,25,-25,0
486,-11,2,1
487,5,4,0
488,16,-2,0
489,-9,7,1
490,-5,8,1
491,25,-9,0
492,11,-24,0
493,2,-10,0
494,-12,21,1
495,8,-1,0
496,8,14,1
497,-20,10,1
498,15,-3,0
499,10,14,1
500,5,-9,0
501,3,3,0
502,4,10,1
503,-5,-2,1
504,4,-1,0
505,4,-9,0
506,2,-10,0
507,19,-25,0
508,0,18,1
509,-3,8,1
510,1,-10,0
511,2,0,0
512,-18,-5,1
513,16,-14,0
514,10,-9,0
515,-19,-7,1
516,21,-25,0
517,-15,21,1
518,8,11,1
519,8,-11,0
520,5,-15,0
521,0,14,1
522,25,-25,0
523,-8,3,1
524,5,-18,0
525,-1,10,1
526,-1,8,1
527,12,-20,0
528,7,-8,0
529,21,-25,0
530,-14,3,1
531,-3,-8,0
532,-6,11,1
533,6,-13,0
534,7,-9,0
535,-4,-21,0
536,-14,8,1
537,0,-2,0
538,7,-5,0
539,14,-9,0
540,11,-16,0
541,15,-20,0
542,15,1,0
543,6,7,1
544,-5,4,1
545,-9,16,1
546,8,-1,0
547,-11,17,1
548,1,14,1
549,-7,4,1
550,-14,22,1
551,-7,14,1
552,12,4,0
553,11,-20,0
554,-11,12,1
555,25,-23,0
556,-11,11,1
557,-1,-7,0
558,19,2,0
559,12,-20,0
560,-5,10,1
561,25,-4,0
562,-8,-2,1
563,18,-19,0
564,-12,6,1
565,-19,17,1
566,7,-10,0
567,8,-11,0
568,-1,-11,0
569,5,-14,0
570,22,-22,0
571,-12,6,1
572,-7,3,1
573,-17,17,1
574,9,-11,0
575,1,2,1
576,-12,25,1
577,3,-5,0
578,-2,12,1
579,13,-25,0
580,1,-1,0
581,11,-11,0
582,6,21,1
583,4,-25,0
584,-16,-14,1
585,-3,21,1
586,-3,3,1
587,-1,8,1
588,-3,-9,0
589,-15,14,1
590,13,-8,0
591,20,-18,0
592,-10,6,1
593,-9,5,1
594,2,8,1
595,-2,-2,0
596,-5,4,1
597,-13,8,1
598,1,5,1
599,25,-25,0
600,14,-7,0
601,10,-11,0
602,-1,-8,0
603,4,6,1
604,-4,-1,1
605,13,-25,0
606,-13,17,1
607,-8,19,1
608,25,-4,0
609,9,-2,0
610,12,-14,0
611,-14,21,1
612,-11,2,1
613,-3,18,1
614,7,-1,0
615,-18,9,1
616,12,-14,0
617,8,10,1
618,-10,-11,0
619,3,-5,0
620,2,19,1
621,0,1,1
622,6,-3,0
623,-8,17,1
624,4,-8,0
625,25,-25,0
626,-9,10,1
627,5,3,0
628,-1,12,1
629,18,-25,0
630,12,-6,0
631,14,-18,0
632,-10,2,1
633,-4,3,1
634,18,-25,0
635,-6,-1,1
636,1,16,1
637,15,-22,0
638,2,-4,0
639,-10,10,1
640,-3,-16,0
641,-7,-7,0
642,-13,22,1
643,0,-23,0
644,19,-18,0
645,-21,21,1
646,2,-2,0
647,7,-12,0
648,7,2,0
649,2,-4,0
650,-1,-14,0
651,-12,17,1
652,1,8,1
653,6,-7,0
654,-5,22,1
655,8,-3,0
656,6,-7,0
657,-6,23,1
658,7,-3,0
659,5,-11,0
660,9,2,0
661,3,-15,0
662,-14,22,1
663,-21,11,1
664,19,-25,0
665,-4,7,1
666,-11,13,1
667,8,-14,0
668,-7,-1,1
669,19,-23,0
670,6,-7,0
671,-22,9,1
672,-5,12,1
673,-15,4,1
674,-12,25,1
675,-1,-3,0
676,-3,4,1
677,-12,18,1
678,-7,3,1
679,5,1,0
680,22,-4,0
681,9,-9,0
682,25,-16,0
683,-1,2,1
684,-6,3,1
685,-15,25,1
686,3,8,1
687,-16,23,1
688,-17,7,1
689,0,10,1
690,-4,-19,0
691,13,-11,0
692,-7,6,1
693,5,-11,0
694,12,4,0
695,8,5,0
696,3,6,1
697,4,-8,0
698,-13,11,1
699,0,-18,0
700,-5,9,1
701,21,-12,0
702,-11,21,1
703,11,-11,0
704,14,5,0
705,13,-20,0
706,8,-9,0
707,7,3,0
708,-15,5,1
709,3,7,1
710,10,1,0
711,-14,5,1
712,16,-5,0
713,-12,9,1
714,-8,2,1
715,12,-3,0
716,-7,-9,0
717,-8,-2,1
718,15,-4,0
719,0,-6,0
720,-12,6,1
721,-3,5,1
722,-19,17,1
723,-18,-1,1
724,-1,1,1
725,-6,-2,1
726,6,13,1
727,2,11,1
728,7,-22,0
729,25,-25,0
730,4,-10,0
731,6,-14,0
732,-7,16,1
733,12,-16,0
734,19,-24,0
735,19,-24,0
736,19,-3,0
737,11,9,0
738,21,-7,0
739,1,-7,0
740,-4,4,1
741,-7,1,1
742,8,-8,0
743,20,-3,0
744,-10,12,1
745,12,-16,0
746,-11,8,1
747,-14,12,1
748,11,-10,0
749,25,-25,0
750,-3,8,1
751,-5,-8,0
752,-13,5,1
753,-9,8,1
754,11,-18,0
755,-4,3,1
756,11,-4,0
757,-7,8,1
758,-2,6,1
759,3,-6,0
760,12,6,0
761,-9,11,1
762,-15,20,1
763,-7,2,1
764,25,-25,0
765,1,1,0
766,1,-14,0
767,-10,15,1
768,-17,20,1
769,14,-25,0
770,-17,2,1
771,11,-4,0
772,6,5,0
773,-3,6,1
774,15,-11,0
775,25,-19,0
776,15,22,1
777,-24,20,1
778,-5,9,1
779,-10,9,1
780,8,-7,0
781,-6,-18,0
782,14,-11,0
783,13,-5,0
784,15,-25,0
785,-3,-2,1
786,3,-12,0
787,-3,6,1
788,-3,1,1
789,-14,9,1
790,-14,-6,1
791,25,-23,0
792,-4,19,1
793,-1,-15,0
794,-10,-9,1
795,7,-8,0
796,-7,11,1
797,8,-9,0
798,14,-23,0
799,-15,15,1
800,14,-18,0
801,-9,-5,1
802,11,-25,0
803,19,-25,0
804,-9,1,1
805,22,-12,0
806,0,-25,0
807,10,-2,0
808,10,-14,0
809,-4,14,1
810,10,-15,0
811,-10,9,1
812,10,-20,0
813,-7,4,1
814,25,-22,0
815,25,-25,0
816,-22,16,1
817,-8,6,1
818,6,2,0
819,4,0,0
820,14,-25,0
821,19,-25,0
822,-2,12,1
823,22,-24,0
824,-6,10,1
825,17,-15,0
826,1,10,1
827,-7,4,1
828,12,-16,0
829,-12,17,1
830,-1,-8,0
831,2,-10,0
832,16,-14,0
833,1,11,1
834,-7,-14,0
835,15,-13,0
836,-15,2,1
837,25,-16,0
838,-13,12,1
839,8,-13,0
840,25,-25,0
841,-25,10,1
842,2,3,1
843,-3,9,1
844,10,-5,0
845,-4,16,1
846,-16,10,1
847,19,-14,0
848,-10,11,1
849,0,-4,0
850,5,-2,0
851,9,3,0
852,-13,23,1
853,-22,-2,1
854,-6,-5,1
855,-1,1,1
856,-7,18,1
