sample_index,Class_0,Class_1,predicted_label
0,1,-10,0
1,9,-3,0
2,-5,-1,1
3,6,10,1
4,2,3,1
5,-3,5,1
6,1,-1,0
7,4,-7,0
8,9,-2,0
9,-1,5,1
10,-2,-3,0
11,-1,7,1
12,4,-1,0
13,4,-6,0
14,1,9,1
15,-2,-1,1
16,-1,-7,0
17,-1,2,1
18,9,-10,0
19,-1,10,1
20,3,1,0
21,4,-4,0
22,-8,8,1
23,6,5,0
24,6,-9,0
25,6,-1,0
26,4,-2,0
27,1,9,1
28,0,4,1
29,5,6,1
30,10,-1,0
31,1,1,0
32,-2,3,1
33,8,1,0
34,9,-10,0
35,6,4,0
36,4,-1,0
37,6,2,0
38,-1,4,1
39,6,-6,0
40,5,0,0
41,-4,3,1
42,-6,-2,1
43,-3,5,1
44,-1,7,1
45,4,2,0
46,4,2,0
47,6,0,0
48,0,5,1
49,6,3,0
50,6,-1,0
51,4,-2,0
52,6,0,0
53,-10,1,1
54,2,-6,0
55,-1,4,1
56,-3,2,1
57,-4,-3,1
58,2,-10,0
59,5,5,0
60,5,-7,0
61,1,0,0
62,9,-10,0
63,4,5,1
64,3,-1,0
65,4,-2,0
66,-4,8,1
67,4,-7,0
68,2,3,1
69,10,4,0
70,-1,-10,0
71,10,-10,0
72,-6,0,1
73,2,1,0
74,-5,1,1
75,0,0,0
76,0,-3,0
77,5,-10,0
78,10,-10,0
79,4,0,0
80,-1,-8,0
81,9,-7,0
82,0,-5,0
83,4,-7,0
84,-4,8,1
85,4,-8,0
86,7,1,0
87,4,-7,0
88,-6,0,1
89,3,0,0
90,0,1,1
91,8,-8,0
92,-2,2,1
93,10,-8,0
94,1,2,1
95,-1,-3,0
96,4,4,0
97,8,-5,0
98,-1,10,1
99,6,-3,0
100,-1,8,1
101,-2,8,1
102,-2,-1,1
103,5,-3,0
104,0,0,0
105,3,1,0
106,-6,9,1
107,6,-4,0
108,-7,1,1
109,8,-4,0
110,0,4,1
111,4,0,0
112,9,-3,0
113,0,3,1
114,-4,2,1
115,-4,7,1
116,4,1,0
117,3,7,1
118,8,-10,0
119,5,6,1
120,-2,0,1
121,-7,3,1
122,-3,-2,1
123,4,-1,0
124,3,0,0
125,6,-5,0
126,1,-2,0
127,5,2,0
128,3,-1,0
129,0,9,1
130,6,-7,0
131,2,-10,0
132,9,-1,0
133,3,-4,0
134,1,7,1
135,4,0,0
136,6,-2,0
137,8,-6,0
138,-10,2,1
139,4,6,1
140,4,-7,0
141,5,-4,0
142,1,-1,0
143,4,1,0
144,8,0,0
145,-2,6,1
146,10,-10,0
147,4,-8,0
148,2,-1,0
149,5,0,0
150,7,3,0
151,-1,0,1
152,-1,-2,0
153,-3,-7,0
154,3,-2,0
155,3,-6,0
156,6,-2,0
157,-5,-1,1
158,5,-1,0
159,7,-7,0
160,-3,5,1
161,7,-6,0
162,3,-4,0
163,-4,-5,0
164,1,1,0
165,-8,8,1
166,2,4,1
167,-5,0,1
168,0,5,1
169,1,2,1
170,3,2,0
171,-3,0,1
172,-5,7,1
173,3,2,0
174,2,-10,0
175,0,6,1
176,1,2,1
177,3,3,0
178,-2,5,1
179,9,-2,0
180,9,0,0
181,3,-5,0
182,3,2,0
183,0,2,1
184,1,-3,0
185,7,-7,0
186,-5,5,1
187,-3,2,1
188,2,2,0
189,1,-4,0
190,-6,3,1
191,-2,10,1
192,-1,4,1
193,4,7,1
194,-2,5,1
195,-1,-5,0
196,-3,7,1
197,8,-7,0
198,5,4,0
199,-6,9,1
200,0,-4,0
201,7,-10,0
202,7,2,0
203,-6,-3,1
204,3,2,0
205,5,1,0
206,1,0,0
207,-1,2,1
208,2,-10,0
209,5,-5,0
210,3,2,0
211,10,-7,0
212,7,1,0
213,1,0,0
214,10,-10,0
215,1,0,0
216,2,1,0
217,1,1,0
218,-1,-7,0
219,5,5,0
220,-4,1,1
221,4,-8,0
222,-1,-6,0
223,10,-9,0
224,8,-9,0
225,9,4,0
226,2,-1,0
227,-2,5,1
228,3,-8,0
229,1,5,1
230,-5,-1,1
231,2,1,0
232,7,-9,0
233,-2,-1,1
234,-7,2,1
235,-5,-5,0
236,-4,10,1
237,-10,6,1
238,6,-5,0
239,-5,4,1
240,10,-6,0
241,0,10,1
242,0,-3,0
243,5,2,0
244,-1,-3,0
245,-2,9,1
246,-3,-5,0
247,7,-4,0
248,-2,-4,0
249,8,-10,0
250,5,-4,0
251,-2,8,1
252,1,3,1
253,0,-10,0
254,0,-4,0
255,4,-10,0
256,-4,9,1
257,9,-6,0
258,0,-1,0
259,10,0,0
260,8,-5,0
261,-1,-2,0
262,-3,-1,1
263,2,3,1
264,7,-10,0
265,8,9,1
266,7,0,0
267,9,-4,0
268,0,-8,0
269,2,3,1
270,3,2,0
271,-4,5,1
272,-5,3,1
273,1,6,1
274,-1,-5,0
275,-3,-4,0
276,1,3,1
277,-5,-3,1
278,1,9,1
279,3,-2,0
280,4,-10,0
281,3,0,0
282,8,3,0
283,7,2,0
284,4,1,0
285,6,8,1
286,6,0,0
287,4,1,0
288,-4,9,1
289,2,-5,0
290,5,2,0
291,0,4,1
292,3,2,0
293,3,-8,0
294,7,-4,0
295,3,4,1
296,6,-6,0
297,2,10,1
298,-2,1,1
299,-4,5,1
300,0,-5,0
301,3,1,0
302,8,-4,0
303,7,-3,0
304,-4,0,1
305,4,-6,0
306,0,-3,0
307,2,2,0
308,-3,5,1
309,8,-7,0
310,2,4,1
311,7,1,0
312,5,0,0
313,3,-10,0
314,8,-7,0
315,-4,-5,0
316,-1,-4,0
317,-4,7,1
318,-4,10,1
319,10,-10,0
320,2,1,0
321,-5,-3,1
322,0,7,1
323,-7,-4,1
324,-7,-1,1
325,9,1,0
326,4,-5,0
327,-8,-4,1
328,4,-4,0
329,9,-4,0
330,1,0,0
331,-5,5,1
332,-5,2,1
333,-5,-4,1
334,0,2,1
335,1,-6,0
336,-2,3,1
337,4,1,0
338,10,5,0
339,3,3,0
340,4,6,1
341,10,-3,0
342,7,-10,0
343,1,-7,0
344,9,-6,0
345,1,-3,0
346,7,-3,0
347,-2,-6,0
348,3,4,1
349,4,3,0
350,0,6,1
351,10,-2,0
352,5,-7,0
353,-3,4,1
354,-4,-3,1
355,5,2,0
356,3,-10,0
357,7,-5,0
358,-2,-1,1
359,2,2,0
360,6,6,0
361,-7,4,1
362,10,-7,0
363,0,-5,0
364,4,-8,0
365,6,7,1
366,-1,-3,0
367,4,-2,0
368,5,2,0
369,-3,-8,0
370,-1,3,1
371,-3,5,1
372,2,4,1
373,-2,8,1
374,5,-2,0
375,-1,-1,0
376,5,-1,0
377,3,-8,0
378,2,-9,0
379,8,-4,0
380,-1,-3,0
381,-5,8,1
382,5,-1,0
383,-7,-3,1
384,6,-2,0
385,8,0,0
386,1,3,1
387,0,2,1
388,3,2,0
389,1,-7,0
390,4,-3,0
391,0,3,1
392,1,-2,0
393,-1,1,1
394,7,-7,0
395,-1,2,1
396,8,-7,0
397,6,-10,0
398,5,3,0
399,-4,-1,1
400,-5,-1,1
401,3,-4,0
402,5,-1,0
403,1,5,1
404,1,2,1
405,-1,7,1
406,5,3,0
407,8,2,0
408,5,4,0
409,-8,2,1
410,3,-2,0
411,-5,-3,1
412,-10,5,1
413,4,1,0
414,4,10,1
415,2,-6,0
416,-2,1,1
417,-1,-7,0
418,0,2,1
419,0,0,0
420,10,-1,0
421,3,6,1
422,7,-8,0
423,10,-5,0
424,3,-10,0
425,1,2,1
426,0,-9,0
427,7,-3,0
428,2,0,0
429,4,-5,0
430,2,4,1
431,5,7,1
432,4,-9,0
433,6,-1,0
434,-10,-6,1
435,5,-5,0
436,-2,4,1
437,-4,5,1
438,-2,5,1
439,4,-4,0
440,-2,3,1
441,4,2,0
442,2,5,1
443,-5,-1,1
444,-1,9,1
445,1,1,0
446,-3,1,1
447,0,2,1
448,0,-2,0
449,10,-6,0
450,8,-6,0
451,6,-3,0
452,6,-5,0
453,6,6,0
454,-1,1,1
455,5,-3,0
456,10,-1,0
457,6,-1,0
458,0,-5,0
459,6,-1,0
460,10,3,0
461,0,3,1
462,-3,0,1
463,-2,3,1
464,5,-4,0
465,3,-4,0
466,-3,7,1
467,5,2,0
468,4,6,1
469,8,-10,0
470,-4,2,1
471,1,-1,0
472,1,0,0
473,1,0,0
474,2,2,0
475,-1,10,1
476,-2,5,1
477,-7,-6,1
478,-8,2,1
479,-1,-1,0
480,6,-2,0
481,1,3,1
482,4,10,1
483,5,-7,0
484,1,-2,0
485,1,8,1
486,10,-2,0
487,7,0,0
488,10,-2,0
489,0,5,1
490,10,-10,0
491,5,1,0
492,10,3,0
493,-1,-2,0
494,1,-2,0
495,2,-10,0
496,7,8,1
497,1,-3,0
498,4,0,0
499,5,-10,0
500,6,-1,0
501,3,3,0
502,3,3,0
503,0,-2,0
504,3,-7,0
505,-7,5,1
506,2,-7,0
507,8,-8,0
508,-1,-7,0
509,-4,10,1
510,10,-8,0
511,1,-2,0
512,5,3,0
513,-1,8,1
514,4,10,1
515,-4,-3,1
516,2,7,1
517,3,-2,0
518,-2,5,1
519,2,-4,0
520,-4,-10,0
521,-3,-5,0
522,10,-5,0
523,7,1,0
524,3,-6,0
525,6,0,0
526,0,0,0
527,-2,2,1
528,5,-4,0
529,3,-4,0
530,9,-9,0
531,10,-1,0
532,5,3,0
533,-3,8,1
534,7,-4,0
535,0,2,1
536,-2,1,1
537,9,-5,0
538,10,-8,0
539,3,5,1
540,9,-1,0
541,-2,-1,1
542,3,7,1
543,-6,2,1
544,2,-2,0
545,1,-7,0
546,-2,-9,0
547,-7,2,1
548,10,-10,0
549,5,0,0
550,5,-10,0
551,4,-4,0
552,8,-9,0
553,-10,4,1
554,1,-1,0
555,10,-1,0
556,0,10,1
557,1,-1,0
558,3,-7,0
559,6,-6,0
560,8,-4,0
561,3,-2,0
562,3,0,0
563,4,1,0
564,4,-9,0
565,0,-7,0
566,4,-5,0
567,5,6,1
568,3,-2,0
569,-1,9,1
570,2,-4,0
571,4,-3,0
572,-4,-7,0
573,-3,8,1
574,-3,6,1
575,0,-6,0
576,4,3,0
577,7,4,0
578,-4,3,1
579,6,-2,0
580,-3,4,1
581,0,-3,0
582,-8,0,1
583,7,-6,0
584,-6,-2,1
585,-1,0,1
586,3,-2,0
587,-6,-3,1
588,1,-4,0
589,0,-2,0
590,-1,-7,0
591,-10,2,1
592,0,4,1
593,0,-1,0
594,1,-9,0
595,-4,6,1
596,-3,3,1
597,9,-10,0
598,-1,7,1
599,5,6,1
600,3,-4,0
601,1,7,1
602,-7,0,1
603,4,3,0
604,5,0,0
605,1,-4,0
606,6,1,0
607,3,-6,0
608,5,-6,0
609,-2,-2,0
610,10,-9,0
611,1,-2,0
612,5,-4,0
613,2,0,0
614,7,-5,0
615,6,-6,0
616,-3,4,1
617,2,-5,0
618,8,-10,0
619,10,2,0
620,-6,9,1
621,0,2,1
622,0,8,1
623,-2,-1,1
624,-3,-1,1
625,5,1,0
626,0,2,1
627,5,3,0
628,0,-3,0
629,1,1,0
630,6,-10,0
631,1,-9,0
632,6,-6,0
633,3,-1,0
634,4,2,0
635,0,-6,0
636,-3,10,1
637,1,3,1
638,5,-10,0
639,-2,-5,0
640,4,-1,0
641,10,2,0
642,5,-2,0
643,1,-7,0
644,5,-3,0
645,-5,5,1
646,6,-1,0
647,4,2,0
648,9,-3,0
649,3,-2,0
650,1,2,1
651,0,0,0
652,-1,5,1
653,-1,-4,0
654,9,-5,0
655,-3,-2,1
656,-3,-10,0
657,10,1,0
658,3,-2,0
659,2,10,1
660,3,4,1
661,-1,-3,0
662,3,7,1
663,1,5,1
664,0,0,0
665,0,-4,0
666,5,-4,0
667,3,1,0
668,-5,-1,1
669,-1,-6,0
670,0,8,1
671,-2,0,1
672,-4,4,1
673,3,8,1
674,1,10,1
675,-3,1,1
676,3,5,1
677,10,-3,0
678,2,10,1
679,2,8,1
680,2,4,1
681,4,-2,0
682,-4,1,1
683,-6,-9,0
684,-8,-3,1
685,6,-10,0
686,0,-2,0
687,8,4,0
688,-4,6,1
689,2,2,0
690,5,1,0
691,-1,-4,0
692,5,9,1
693,6,-5,0
694,8,2,0
695,5,-5,0
696,3,-2,0
697,-2,6,1
698,-6,5,1
699,6,3,0
700,3,6,1
701,3,-10,0
702,2,-9,0
703,-5,5,1
704,7,-10,0
705,0,1,1
706,2,1,0
707,9,-10,0
708,1,3,1
709,3,2,0
710,4,-4,0
711,4,6,1
712,7,-10,0
713,8,-3,0
714,2,0,0
715,-5,8,1
716,4,-2,0
717,2,-5,0
718,7,-9,0
719,-2,4,1
720,0,2,1
721,2,-5,0
722,-9,7,1
723,8,-5,0
724,-3,8,1
725,-5,8,1
726,2,-3,0
727,6,4,0
728,8,-10,0
729,-3,2,1
730,-1,-1,0
731,5,7,1
732,-5,-5,0
733,7,-6,0
734,3,-3,0
735,5,0,0
736,1,-10,0
737,2,-1,0
738,10,-6,0
739,6,7,1
740,-1,8,1
741,3,-10,0
742,2,1,0
743,-5,-3,1
744,1,-1,0
745,10,-10,0
746,-7,-4,1
747,7,1,0
748,6,4,0
749,5,8,1
750,3,5,1
751,10,-4,0
752,10,-6,0
753,10,-9,0
754,-5,-4,1
755,1,-3,0
756,8,-7,0
757,9,-2,0
758,6,-3,0
759,8,4,0
760,0,2,1
761,2,8,1
762,-1,-4,0
763,-2,-7,0
764,3,7,1
765,-6,9,1
766,1,-4,0
767,10,-9,0
768,0,-3,0
769,-1,7,1
770,1,3,1
771,1,3,1
772,-4,-2,1
773,-2,0,1
774,2,1,0
775,4,-2,0
776,3,0,0
777,5,2,0
778,0,-4,0
779,1,3,1
780,2,8,1
781,-1,-5,0
782,0,1,1
783,2,-3,0
784,-4,-4,0
785,0,2,1
786,0,1,1
787,3,-8,0
788,3,-9,0
789,3,2,0
790,5,-1,0
791,7,-4,0
792,-4,-6,0
793,-2,6,1
794,5,-4,0
795,-7,10,1
796,3,8,1
797,1,-9,0
798,-2,1,1
799,1,7,1
800,9,-10,0
801,3,-8,0
802,9,-4,0
803,9,7,0
804,-4,4,1
805,0,6,1
806,-1,-1,0
807,3,5,1
808,-6,-3,1
809,3,2,0
810,7,-10,0
811,4,0,0
812,-4,-2,1
813,10,1,0
814,4,-10,0
815,4,-2,0
816,0,-1,0
817,-9,7,1
818,-2,-1,1
819,3,-6,0
820,-1,10,1
821,8,-5,0
822,10,-6,0
823,5,8,1
824,-1,1,1
825,2,-7,0
826,8,-7,0
827,3,-1,0
828,-5,-2,1
829,10,-1,0
830,3,2,0
831,5,-4,0
832,2,-1,0
833,5,-6,0
834,3,-4,0
835,-7,1,1
836,4,-2,0
837,8,-4,0
838,3,0,0
839,1,6,1
840,5,-1,0
841,2,-2,0
842,2,-8,0
843,-10,3,1
844,-1,-1,0
845,2,6,1
846,0,-6,0
847,3,-2,0
848,-6,7,1
849,1,-3,0
850,4,-5,0
851,1,-3,0
852,1,1,0
853,-1,1,1
854,4,-3,0
855,-7,2,1
856,10,-8,0
857,5,-8,0
858,4,7,1
859,3,-1,0
860,5,9,1
861,2,-6,0
862,6,2,0
863,0,-9,0
864,7,1,0
865,6,-2,0
866,3,2,0
867,0,3,1
868,2,-1,0
869,4,10,1
870,-5,10,1
871,-1,7,1
872,1,-5,0
873,0,1,1
874,5,-2,0
875,-1,-4,0
876,-1,-4,0
877,-3,-4,0
878,1,-2,0
879,-1,0,1
880,9,-6,0
881,7,0,0
882,-4,-2,1
883,8,4,0
884,5,0,0
885,9,-4,0
886,10,3,0
887,2,0,0
888,-1,-3,0
889,2,9,1
890,1,-5,0
891,1,-10,0
892,2,-5,0
893,5,-2,0
894,6,-8,0
895,9,-10,0
896,10,-5,0
897,1,-3,0
898,2,-1,0
899,-4,5,1
900,5,5,0
901,-2,2,1
902,-5,-4,1
903,4,0,0
904,-4,7,1
905,1,-5,0
906,-2,2,1
907,3,8,1
908,1,-3,0
909,8,-2,0
910,-3,6,1
911,5,-5,0
912,1,-3,0
913,-1,0,1
914,-2,-1,1
915,-2,1,1
916,5,1,0
917,-1,-2,0
918,7,3,0
919,2,-6,0
920,1,5,1
921,-8,-6,1
922,-4,8,1
923,6,1,0
924,2,6,1
925,-1,3,1
926,1,10,1
927,1,-7,0
928,1,10,1
929,-4,10,1
930,9,-10,0
931,3,-2,0
932,1,-7,0
933,5,-1,0
934,9,-5,0
935,2,-1,0
936,10,-10,0
937,2,-5,0
938,-2,0,1
939,0,-10,0
940,0,-4,0
941,3,1,0
942,-4,8,1
943,3,-6,0
944,7,3,0
945,3,-10,0
946,9,-5,0
947,4,-10,0
948,-9,4,1
949,-2,0,1
950,-2,2,1
951,10,-8,0
952,7,-3,0
953,-3,-6,0
954,5,5,0
955,5,-2,0
956,1,5,1
957,10,-10,0
958,-10,-1,1
959,5,-3,0
960,10,-9,0
961,-4,6,1
962,3,-7,0
963,9,-6,0
964,3,-3,0
965,1,-1,0
966,4,7,1
967,10,-8,0
968,8,-4,0
969,2,-5,0
970,2,1,0
971,2,-6,0
972,-2,0,1
973,4,-4,0
974,-5,6,1
975,7,-10,0
976,5,-3,0
977,0,-3,0
978,1,-2,0
979,0,7,1
980,5,-6,0
981,-4,3,1
982,2,-4,0
983,-1,-3,0
984,8,0,0
985,1,-2,0
986,-1,1,1
987,3,-2,0
988,6,-8,0
989,0,4,1
990,0,5,1
991,4,10,1
992,4,-10,0
993,7,1,0
994,-2,4,1
995,3,-2,0
996,-2,0,1
997,5,7,1
998,-6,-1,1
999,-2,3,1
1000,-2,-2,0
1001,4,-1,0
1002,-4,4,1
1003,6,1,0
1004,1,0,0
1005,7,-7,0
1006,2,2,0
1007,1,-3,0
1008,2,2,0
1009,2,2,0
1010,5,-9,0
1011,-10,1,1
1012,-4,-2,1
1013,-3,10,1
1014,-3,-1,1
1015,6,0,0
1016,4,-10,0
1017,4,10,1
1018,-5,8,1
1019,9,-1,0
1020,5,0,0
1021,-1,6,1
1022,-4,3,1
1023,6,9,1
1024,-5,9,1
